num,date,rating,userName,content
4567,2022년 1월 19일,5,이세용,굿굿
4568,2022년 1월 22일,5,이시현,굿잡
4569,2022년 1월 19일,5,수남빵,꾸르잼
4570,2022년 1월 26일,5,곽장훈,재밌어요
4571,2022년 1월 15일,5,림가나,재밋네요
4572,2022년 1월 16일,4,고재덕,잼써욧
4573,2022년 1월 13일,5,조유미-관수현은정맘,재밋음
4574,2022년 1월 15일,5,Seok hee choi,굿우읏
4575,2022년 1월 16일,4,김정찬,좋아요
4576,2022년 1월 14일,5,송경호,굿
4577,2022년 1월 22일,5,heo몽이,긋긋
4578,2022년 1월 12일,5,샌즈,이따다께 이치반
4579,2022년 1월 12일,4,ys Moon,재밌어요.
4580,2022년 1월 12일,5,윤혜경,굿겜
4581,2022년 1월 1일,5,파란소라,개재미있습니다!!!
4582,2022년 1월 11일,5,김민준,액션이캬!
4583,2022년 1월 5일,5,잘생긴삼촌,완전강추!
4584,2022년 1월 9일,5,임종원,굿잡~!!
4585,2022년 1월 3일,5,cor wnl,느으악
4586,2022년 1월 2일,5,김또깡,재밋네요
4587,2022년 1월 7일,5,지훈,재밋네예
4588,2022년 1월 4일,5,D H,템맞추는재미
4589,2022년 1월 7일,5,ᄂᄂᄂ,무과금 갓겜
4590,2022년 1월 3일,5,이석인,신선하네요
4591,2022년 1월 6일,5,정솔이,재미있다
4592,2022년 1월 3일,5,jong woo kim,굳
4593,2022년 1월 8일,5,조윤주,중독성ㅋㅋㅋ
4594,2022년 1월 2일,5,신즈믄솔,굿
4595,2022년 1월 11일,5,이뚱훈,하하
4596,2022년 1월 7일,5,ᅮdd,굿
4597,2022년 1월 2일,5,더맨,굿
4598,2022년 1월 8일,5,하태민,굿
4599,2022년 1월 1일,5,박동진,굿
4600,2022년 1월 1일,5,정기호,굿
4601,2022년 1월 4일,5,고윤동,즐거워요
4602,2022년 1월 2일,5,홍성인,굿
4603,2022년 1월 4일,5,SunHak Lee,재밌었다
4604,2022년 1월 3일,5,김광수,재밌어요!
4605,2022년 1월 5일,5,정혜,개꿀잼
4606,2022년 1월 11일,2,최강희,난이도 어렵
4607,2022년 1월 2일,5,라짜라,핵 꿀잼
4608,2021년 12월 31일,5,정민호,혜자겜
4609,2022년 1월 12일,5,김예준,갓겜
4610,2022년 1월 6일,5,신용건,잼잠
4611,2021년 12월 31일,5,신재민,꿀잼
4612,2022년 1월 5일,5,박민준,재밌어요
4613,2022년 1월 2일,5,김인호,꿈잼
4614,2021년 12월 31일,5,전우현,꿀잼
4615,2022년 1월 2일,5,Anthony Yoo,갓겜
4616,2022년 1월 6일,5,김정한,할만한
4617,2022년 1월 6일,5,장태재,갓겜
4618,2021년 12월 25일,5,우공이산,재미!!
4619,2021년 12월 28일,5,이준용,재밋네요
4620,2021년 12월 24일,5,클래식스캔들,재밌다구요
4621,2021년 12월 29일,5,양미란,재밌다
4622,2021년 12월 28일,5,안승훈,굿
4623,2021년 12월 20일,5,엄진성,굿
4624,2021년 12월 20일,4,김용환,굿
4625,2021년 12월 29일,5,운동리뷰하는돼지선생,굿
4626,2021년 12월 21일,5,유진수,잼있습니다~
4627,2021년 12월 22일,5,yunhwan seol,꽤나 잼남
4628,2021년 12월 27일,2,차현민,이게뮌디
4629,2021년 12월 17일,5,김연실,짱!!!!!!!!!!
4630,2021년 12월 29일,5,ARIS,재밌음
4631,2021년 12월 18일,5,수락산불곰,꿀잼
4632,2021년 12월 18일,5,김민우,goof
4633,2021년 12월 26일,5,Karl Anderson,재밌음
4634,2021년 12월 24일,5,먹방하는태양,갓
4635,2021년 12월 24일,5,조와오,Good
4636,2021년 12월 17일,5,이승후,잼남
4637,2021년 12월 20일,5,SUNGCHAN HWANG,갓겜
4638,2021년 12월 17일,5,최현욱,재미있다
4639,2021년 12월 17일,5,서은상,👍
4640,2021년 12월 6일,1,개르누 떡호,업뎃이뒤지게느림
4641,2021년 12월 8일,5,김종규,재밌네요ㅎ
4642,2021년 12월 9일,5,jeongmu seo,미묘하게 재미있음
4643,2021년 12월 11일,5,NeF,재밌네요
4644,2021년 12월 13일,4,jinkyu yang,재밋네요
4645,2021년 12월 2일,5,잇힝,재밌네요
4646,2021년 12월 5일,5,오키오키,재밌네요
4647,2021년 12월 1일,5,김영이,히히 :)
4648,2021년 12월 10일,5,원장원,재미나요
4649,2021년 12월 3일,5,김준혁,맛있네요
4650,2021년 12월 2일,5,잼민이사절,재미있다
4651,2021년 12월 10일,5,이재협,재미짐
4652,2021년 12월 16일,5,계승현,재미짐
4653,2021년 12월 1일,5,방문수,재미있습니다
4654,2021년 12월 7일,5,민선,재미써영
4655,2021년 12월 1일,5,김영훈,굳굳굳
4656,2021년 12월 10일,5,정의필,굳
4657,2021년 12월 12일,5,이정현,조응
4658,2021년 12월 8일,5,홍인택,굿
4659,2021년 12월 2일,5,김용하,굿
4660,2021년 11월 30일,5,Wonjin Chol,굿
4661,2021년 12월 5일,5,Nott Ny,굿
4662,2021년 12월 4일,5,이태훈,굿
4663,2021년 12월 9일,5,고대훈,굿
4664,2021년 12월 3일,5,신종범,굿
4665,2021년 12월 16일,5,박태곤,굿
4666,2021년 12월 5일,5,김인철,굿
4667,2021년 12월 1일,5,서지원,굿
4668,2021년 12월 11일,5,쫑쫑,굿
4669,2021년 12월 2일,5,정도현,재밌어요!
4670,2021년 12월 5일,5,닉네임,조으네
4671,2021년 12월 9일,5,고준호,갸꿀잼
4672,2021년 12월 11일,5,익명,개 꿀잼
4673,2021년 12월 6일,5,TOY LIFE,굿겜입니다
4674,2021년 12월 5일,5,강성준,갓띵작
4675,2021년 12월 16일,5,Bobae Jeon,젬있다
4676,2021년 12월 10일,4,김은식,재밌어요~
4677,2021년 12월 8일,5,황주성,재밌어요~
4678,2021년 12월 1일,3,찬찬,쏘꼬
4679,2021년 12월 8일,5,나희진,잼
4680,2021년 12월 13일,5,최유석,잼남
4681,2021년 12월 3일,5,이동우,잼
4682,2021년 12월 8일,5,뉴덕배,ㅇ굿
4683,2021년 12월 1일,5,고래TV,재밌어요
4684,2021년 12월 14일,5,애플파이,꿀잼
4685,2021년 12월 2일,5,두두둥장,꿍잼
4686,2021년 11월 30일,4,Js Lee,재밌당
4687,2021년 12월 18일,5,서용환,꿀잼
4688,2021년 12월 2일,5,유병현,잼잼
4689,2021년 12월 14일,4,유동혁,할만
4690,2021년 12월 10일,5,쩡시,갓겜
4691,2021년 12월 6일,5,김수민,꿀잼
4692,2021년 11월 30일,5,이름없음,졸잼
4693,2021년 12월 4일,5,박기완,갓겜
4694,2021년 12월 12일,5,임유아,🤘
4695,2021년 11월 30일,4,강민준,조작법너무어려움
4696,2021년 12월 1일,5,신용우,재밌습니다ㅋ
4697,2021년 11월 30일,5,윤준희,최고입니다
4698,2021년 11월 28일,5,방재은,재머ㆍㅁ
4699,2021년 12월 1일,5,김미정,좋은게임
4700,2021년 11월 27일,5,김제현,좋은게임
4701,2021년 11월 25일,5,김민승,재미있어요
4702,2021년 11월 26일,5,bomber AC,재미써요
4703,2021년 11월 26일,5,차승욱,재미있어요
4704,2021년 11월 26일,5,YoonSung Lee,재미재미재미재밋
4705,2021년 11월 28일,5,슝슝TV,굳
4706,2021년 11월 28일,5,시도시월,굿
4707,2021년 11월 28일,5,이재옥,굿굿
4708,2021년 11월 27일,1,han C,지우지마세요
4709,2021년 11월 28일,4,겐포추,잼다.
4710,2021년 11월 25일,5,서현민,구.
4711,2021년 11월 26일,5,Jae Sung Ju,재밌음
4712,2021년 11월 29일,5,이태양,꿀잼
4713,2021년 11월 26일,5,황금별,졸잼
4714,2021년 11월 26일,5,이재원,꿀잼
4715,2021년 11월 29일,5,이종진,존잼
4716,2021년 11월 24일,5,채영웅,간단하고 재밋습니다ㅋㅋ
4717,2021년 11월 22일,5,seungminッ,넘 재밌어
4718,2021년 11월 24일,5,나구원,ㅋ 재밌으
4719,2021년 11월 22일,5,리사장,잼낭 ㅋ
4720,2021년 11월 23일,5,황제,재밌슴
4721,2021년 11월 26일,5,윤정희,아주재미있음
4722,2021년 11월 22일,5,김태균,귀엽고 재미지고
4723,2021년 11월 24일,5,비코TV,개꿀잼 !•
4724,2021년 11월 27일,4,달려라조류,굿
4725,2021년 11월 24일,5,임주현,신선함
4726,2021년 11월 25일,5,군수tv,굿
4727,2021년 11월 27일,5,김정딜,굿
4728,2021년 11월 23일,5,문준철,굿
4729,2021년 11월 24일,5,명현,건승 하십시요
4730,2021년 11월 23일,5,송동주,재밌어요
4731,2021년 11월 27일,5,김기동,재밋어요
4732,2021년 11월 25일,5,정윤석,잼
4733,2021년 11월 25일,5,정연항,재밌어요
4734,2021년 11월 19일,5,다육사랑,ㄹㅍㅎㅍ퓨ㅗ
4735,2021년 11월 5일,1,얼씨구,튕김이너무심해요
4736,2021년 11월 22일,5,상상노력,신선하다.재미있다.
4737,2021년 11월 2일,5,임유석,재밌네요ㅋ
4738,2021년 11월 14일,5,ck_크크,찐 갸꿀잼
4739,2021년 11월 7일,5,쿠혼,재미잇어요
4740,2021년 11월 6일,5,남이효진,재미있습니다!
4741,2021년 11월 10일,5,Seunghyeon Lee,잼네용 ㅎㅎ
4742,2021년 11월 6일,1,오성녀,왜자꾸 튕기죠?
4743,2021년 11월 12일,4,이아주,따봉~
4744,2021년 11월 16일,5,김용경,굳 재미짐
4745,2021년 10월 30일,1,최영준,버러지 겜
4746,2021년 11월 8일,5,어?당근 먹는 고양이?,굳.
4747,2021년 11월 1일,5,박병철,재밌어요ㅋ
4748,2021년 11월 6일,5,푸유,재밌네요
4749,2021년 11월 11일,4,Lemon Tree,솔직히 재밌음
4750,2021년 11월 2일,5,이은성,겁나어렵네
4751,2021년 11월 12일,5,김정우,재밌네요
4752,2021년 10월 31일,5,황희문,쉽고 재미있습니다
4753,2021년 11월 12일,5,유향편,👍 굿
4754,2021년 11월 18일,5,염선일,잼씀ㅋㅋ
4755,2021년 11월 20일,5,-ShINe-,나름 재밌음
4756,2021년 11월 9일,5,뭘까이건,진짜 걍 갓겜
4757,2021년 11월 7일,5,김태윤,재 미있다
4758,2021년 11월 16일,5,김제니,진짜 핵꿀잼
4759,2021년 11월 5일,1,요리덕후The cook,아이디날아감
4760,2021년 11월 20일,5,김상진,갓겜찾자다
4761,2021년 11월 13일,5,Daehoon Choi,재미있엉
4762,2021년 11월 5일,5,JO조성준,꿀재미
4763,2021년 11월 9일,5,김태현,재미있음
4764,2021년 11월 4일,5,김동우,재미짐
4765,2021년 11월 17일,5,염철종,재미네요
4766,2021년 11월 8일,4,이후인,재미중
4767,2021년 10월 31일,5,문성준,재미있어요
4768,2021년 11월 13일,5,박도영,아주 굿
4769,2021년 11월 22일,3,강선,재미있어요
4770,2021년 11월 19일,5,계정용계정,대단한걸
4771,2021년 11월 8일,5,최영철,재미나요
4772,2021년 11월 11일,5,잼민이재민,재미있음
4773,2021년 11월 2일,5,뾰족한인간,재미있네요
4774,2021년 11월 17일,5,정정선길,재미져요
4775,2021년 11월 8일,5,서재환,재미있어요
4776,2021년 11월 17일,5,임채훈,ㅎ초아요ㅎㅇㅎ
4777,2021년 11월 17일,5,몰루,따봉
4778,2021년 11월 10일,5,밥묵자,괜춘
4779,2021년 11월 6일,5,강건,굳
4780,2021년 11월 12일,5,조민승T,굳
4781,2021년 11월 16일,4,김민철,굳
4782,2021년 11월 7일,5,박정민,굳
4783,2021년 10월 31일,5,원효,중독
4784,2021년 11월 28일,1,박성훈,짜증나
4785,2021년 11월 15일,5,전진우,굿
4786,2021년 11월 16일,5,서유진,좋아요
4787,2021년 11월 16일,5,손승희,굿
4788,2021년 11월 16일,5,이기존,굿
4789,2021년 11월 8일,5,하은성,좋아
4790,2021년 11월 5일,5,TV조카피,굿
4791,2021년 11월 8일,5,바바바로,굿
4792,2021년 11월 11일,5,한진섭,굿
4793,2021년 11월 17일,5,강대호,굿
4794,2021년 11월 2일,5,ᄋᄋ,굿굿
4795,2021년 11월 21일,5,박준범,굿굿
4796,2021년 11월 6일,5,Cs P,굳굳
4797,2021년 11월 12일,5,이기호,굿
4798,2021년 11월 19일,5,원영섭,굿
4799,2021년 11월 10일,5,오정길,굿
4800,2021년 10월 30일,5,임재혁,굿
4801,2021년 11월 3일,5,김혜숙,좋아요
4802,2021년 11월 15일,5,심성건,굿
4803,2021년 11월 16일,5,인수노,좋아요
4804,2021년 11월 21일,5,권혁만,굿
4805,2021년 11월 22일,5,간다르,좋아요
4806,2021년 11월 3일,5,이용철,굿
4807,2021년 10월 29일,5,우수한,갓겜입니다
4808,2021년 11월 10일,5,이정재,개꿀잼
4809,2021년 11월 7일,5,JinJu,재밋어용
4810,2021년 11월 8일,5,sihyoung,작화나이스
4811,2021년 11월 13일,5,행복새잎,와 꿀잼
4812,2021년 11월 6일,5,Splendid재샤,아이엔지
4813,2021년 11월 18일,5,MyeongJa Park,여전히 재밌네
4814,2021년 11월 16일,5,임성민,너무 재밌고
4815,2021년 11월 17일,5,정진수,너무 재밌음
4816,2021년 11월 20일,1,봉쯔,거지같네
4817,2021년 11월 5일,5,조진희,재민습니다
4818,2021년 11월 14일,5,홍준완,꿀잼잼
4819,2021년 11월 14일,5,김학성,존잼입니다
4820,2021년 11월 22일,5,멀jun.,할만함
4821,2021년 11월 2일,5,진민성,꿀쟂재잼
4822,2021년 11월 3일,5,김민성,재밌어요.
4823,2021년 11월 12일,5,Jin GY,재밌어요!!
4824,2021년 11월 7일,5,전유환,졸잼.......
4825,2021년 11월 18일,5,김재형,굿겜
4826,2021년 11월 7일,5,헤븐YouTube,재밋어요
4827,2021년 11월 17일,4,심동환,재밓
4828,2021년 11월 14일,5,기본은하자,존잼
4829,2021년 11월 7일,3,연리지,잼잼
4830,2021년 11월 19일,5,양성완,꿀잼
4831,2021년 11월 6일,5,행복,갓겜
4832,2021년 11월 12일,5,크크크크크크,잼남
4833,2021년 11월 14일,5,박하,재밌당
4834,2021년 11월 5일,5,samarra,Good
4835,2021년 11월 13일,5,MGR민구리,꿀잼
4836,2021년 11월 2일,5,김용완,꿀잼
4837,2021년 11월 9일,5,이민엽,재밋어요
4838,2021년 11월 14일,4,정용흠,그냥
4839,2021년 11월 1일,5,홍구라,잼남
4840,2021년 11월 3일,4,윤정병,리뷰
4841,2021년 11월 23일,5,나는호랑이,재밌어요
4842,2021년 11월 18일,5,김형준,재밌어요
4843,2021년 11월 16일,3,김중완,재밋어요
4844,2021년 11월 13일,1,SY K,이혁주
4845,2021년 11월 3일,5,Hyunshin Kim,재밌어요
4846,2021년 11월 16일,5,한유대,꿀잼
4847,2021년 11월 6일,5,조현우,재밌어요
4848,2021년 11월 10일,5,홍가람,재밌어요
4849,2021년 11월 19일,5,YI파파도현,우와
4850,2021년 11월 5일,5,이춘구,재밌어요
4851,2021년 11월 6일,5,문석빈,꿀잼
4852,2021년 10월 29일,5,남김성준,재미있다네
4853,2021년 10월 28일,5,권태근,굳
4854,2021년 10월 30일,5,채병길,굿
4855,2021년 10월 29일,4,MED_,재밌어요
4856,2021년 10월 23일,5,카카,재밋음
4857,2021년 10월 23일,5,탁현수,좋음
4858,2021년 10월 24일,5,안효준,잼남
4859,2021년 10월 22일,5,석뚱,존잼
4860,2021년 10월 15일,5,한상렬,재밋습니더
4861,2021년 10월 14일,5,김예찬,재미밌어요
4862,2021년 10월 6일,5,정재희,굳이요
4863,2021년 10월 4일,4,안인석,재밌네오
4864,2021년 10월 20일,5,영휴의오락실,재밌네요
4865,2021년 10월 16일,5,오재우,잘만들었네요
4866,2021년 10월 10일,5,Yongdae Jeon (Yongdi2),재미있네요
4867,2021년 10월 4일,5,이상길,재미남
4868,2021년 10월 17일,5,이창건,재미있음
4869,2021년 10월 8일,5,소미승호아빠,재미있음
4870,2021년 10월 11일,5,이궁,재미짐
4871,2021년 10월 20일,5,정진우,재미좋너
4872,2021년 10월 6일,5,이동우,굿^^
4873,2021년 10월 21일,5,윤시원,굳
4874,2021년 10월 14일,5,남윤진,굳
4875,2021년 10월 19일,5,준준,굳
4876,2021년 10월 8일,5,정주현,굳
4877,2021년 10월 3일,5,이강섭,굳
4878,2021년 10월 9일,5,ChangMin Kim,신박하네요!?
4879,2021년 10월 2일,5,강지성,굿
4880,2021년 10월 17일,5,2306김은혁,재밌다
4881,2021년 10월 4일,5,박지승,재밌다
4882,2021년 10월 16일,5,김정숙,굿
4883,2021년 10월 2일,5,김민기,재밌다
4884,2021년 10월 8일,5,윤종혁,굿굿
4885,2021년 10월 19일,5,Taeyoung Kim,굿
4886,2021년 10월 6일,5,윤현필,굿굿
4887,2021년 9월 29일,5,임지민,잼썽염
4888,2021년 10월 15일,5,Sangmin Lee,잼나요
4889,2021년 10월 4일,5,정한성 (DoMo),잼쓰용
4890,2021년 10월 6일,5,이이영민,잼나요
4891,2021년 10월 17일,5,이형규,개꿀잼
4892,2021년 10월 11일,5,정재민,와샌즈
4893,2021년 9월 30일,5,TV스네이크,정말👍👍👍👍👍
4894,2021년 10월 22일,5,강갱,개잼
4895,2021년 9월 30일,5,TV블루,잼씀
4896,2021년 10월 7일,5,이형진,잼남
4897,2021년 10월 15일,5,신명준,꿀잼
4898,2021년 9월 30일,5,이승석,꿀잼
4899,2021년 10월 4일,4,임주성,재밌음
4900,2021년 10월 11일,4,정광호9,잼남
4901,2021년 10월 22일,5,유경호,재밋어요
4902,2021년 10월 1일,5,김근호,잼씀
4903,2021년 9월 30일,4,김동민,재밌어요
4904,2021년 10월 10일,5,조기원,와우
4905,2021년 9월 30일,5,너납치된거야,꿀잼
4906,2021년 10월 16일,5,이성진,재밌어요
4907,2021년 10월 9일,5,김민준,재밌어요
4908,2021년 9월 26일,5,플이씌,재밌어욤 :)
4909,2021년 9월 17일,5,이재윤,재밌습니다 아주
4910,2021년 9월 26일,5,기다림끝에,재밋네요ㅋ
4911,2021년 9월 23일,5,포켓몬고 초보,재미있어얘
4912,2021년 9월 21일,5,Ning,재밌네요
4913,2021년 9월 25일,5,인드 (인드),재밋네요
4914,2021년 9월 19일,5,왈왈이,재밌네요
4915,2021년 9월 21일,5,박정훈,재밋네요
4916,2021년 9월 22일,5,권혁민,재밌슴
4917,2021년 9월 21일,5,최중하,저르재애엠
4918,2021년 9월 22일,5,서승종,재미있음
4919,2021년 9월 21일,5,전민철,재믿습니다~~~~~~~~~~~
4920,2021년 9월 19일,5,전병훈,오~~젬
4921,2021년 9월 20일,5,박병훈,너무 좋앙
4922,2021년 9월 19일,5,정성진,할만합니다
4923,2021년 9월 22일,1,박준성,모르겠음
4924,2021년 9월 24일,5,채승용,재밋어요
4925,2021년 10월 1일,5,라면,꿀잼
4926,2021년 9월 22일,5,노우민,졸잼
4927,2021년 9월 23일,5,채승용,재밋어요
4928,2021년 9월 20일,4,김병찬,재밋어요
4929,2021년 9월 19일,5,기훈,꿀잼
4930,2021년 9월 17일,5,펀치펭귄,재밌네
4931,2021년 9월 4일,5,전두일,재미있어용
4932,2021년 9월 16일,5,Yoon & Hee Happy,재미있습니다.
4933,2021년 9월 14일,5,허정훈,재밌습니다
4934,2021년 9월 15일,5,김세현,재밌네요
4935,2021년 9월 2일,5,오뎅,재밋슴
4936,2021년 9월 5일,4,ryong k,먼가좀
4937,2021년 9월 12일,5,조영애,짱 재미있습
4938,2021년 9월 14일,5,이화영,재미있음
4939,2021년 9월 11일,5,새싹와린이,잼난당
4940,2021년 9월 13일,5,잠시후계속됩니다,굳
4941,2021년 9월 3일,5,시프,굳
4942,2021년 9월 15일,3,아레나유도멀티짐(ARENAJUDOMULTIGYM),굿
4943,2021년 9월 2일,5,김태균,굿
4944,2021년 9월 3일,5,오혀,굿
4945,2021년 9월 4일,5,Taeyoung Kim,굿
4946,2021년 9월 16일,5,장영균,최고
4947,2021년 9월 13일,5,블루아이,굿
4948,2021년 9월 8일,5,홍길동,꿀잼잼
4949,2021년 9월 12일,5,김준오,개꿀잼
4950,2021년 9월 16일,5,runker K,꿀잼ㄱㄱ
4951,2021년 9월 18일,5,리바이,꿀잼
4952,2021년 9월 13일,4,김민석,쏘쏘
4953,2021년 9월 8일,5,윤승재,잼남
4954,2021년 9월 14일,5,오태환,졸잼
4955,2021년 9월 5일,5,박승원,재밌어요
4956,2021년 9월 3일,5,배정석,꿀잼
4957,2021년 9월 10일,5,최승훈,졸잼
4958,2021년 8월 29일,5,임청수,재밌습니다
4959,2021년 8월 28일,5,이명재,재미나네요
4960,2021년 8월 27일,5,허준호,굳
4961,2021년 8월 29일,4,Jhyun Lee,굿
4962,2021년 8월 30일,5,김홍기,오오
4963,2021년 8월 30일,3,배천하패도,할만함
4964,2021년 8월 27일,5,나의친구들,갓겜
4965,2021년 8월 27일,5,서찬우,Rnt
4966,2021년 8월 30일,5,장현민,👍👍
4967,2021년 8월 31일,4,매산_housing,재밌어여~~~~~~~~~
4968,2021년 8월 27일,5,이성재,재밌흡니다
4969,2021년 8월 27일,5,김모텔,재밋음
4970,2021년 8월 26일,1,이동현,굿
4971,2021년 8월 26일,4,바다토끼,재있나?
4972,2021년 8월 27일,5,윤규훈,재밌음
4973,2021년 8월 28일,5,하고싶은게너무많은人,꿀잼
4974,2021년 8월 26일,5,안하빈,꿀~~~~~~~~~~~~~~~~~~~~젬
4975,2021년 8월 17일,5,박세진,나느라느라는괴아워
4976,2021년 8월 1일,5,정서원,재밌습니다!
4977,2021년 8월 5일,5,안준영,재밋아요~
4978,2021년 8월 11일,5,이원행,잼이씀
4979,2021년 8월 4일,5,Minsoo Shin,재밋엉ㅛ
4980,2021년 7월 31일,1,Coon Ra,일단 안켜짐
4981,2021년 7월 27일,5,문정후,이건 갓겜임
4982,2021년 7월 21일,5,애는착해요,재밋어용ㅎ
4983,2021년 8월 12일,5,seung hwan lee,재밋네염ㅎㅎ
4984,2021년 8월 16일,5,성민,좋아요!
4985,2021년 7월 25일,5,박상진,아따재미지는구만
4986,2021년 7월 17일,5,김세호,재미있습니다~^^
4987,2021년 7월 22일,5,찬이,굳.
4988,2021년 8월 18일,5,Joy MDRT. ins,재밋음
4989,2021년 8월 4일,5,김상섭,재밋네용
4990,2021년 7월 24일,5,최효창,재밌네요
4991,2021년 8월 6일,5,김혜진,재밌네요
4992,2021년 8월 20일,5,정윤호,재밌네요
4993,2021년 8월 14일,5,이수익,재미있어
4994,2021년 7월 22일,5,김룡태,재밌네요
4995,2021년 8월 11일,5,Dh K,중독잇네
4996,2021년 7월 24일,5,이여름,재밌습니다
4997,2021년 7월 24일,5,Gi Do,재밌써용
4998,2021년 7월 27일,5,김동수,재밋음
4999,2021년 8월 3일,5,Namsoo Kim,재밋음
5000,2021년 8월 5일,5,미누,재밋네
5001,2021년 8월 7일,5,최또,재밌...
5002,2021년 7월 21일,4,ganna sib,흠 ㅎㅎ
5003,2021년 7월 20일,5,지성욱,짱잼ㅋㅋ
5004,2021년 8월 7일,5,유광희,존잼ㅋㅋ
5005,2021년 7월 30일,5,온설,진짜 개꿀잼
5006,2021년 8월 6일,4,김무현,아아아아아ㅏ앙
5007,2021년 8월 3일,5,여성율남매모친,와5서
5008,2021년 7월 22일,4,반중자유,너무좋가이이
5009,2021년 8월 12일,5,m ahqq,재밈ㄷㅁ
5010,2021년 8월 18일,5,김정열,재미있어요
5011,2021년 8월 22일,5,변재훈,재미있습니다
5012,2021년 7월 29일,5,머리,간단해요
5013,2021년 7월 30일,5,Gamja Kim,재미있어요
5014,2021년 8월 16일,5,김종하,재미나네요
5015,2021년 8월 2일,5,유효상,재미있어요
5016,2021년 8월 15일,4,최다한,재미있네요
5017,2021년 8월 14일,5,이종현,굿 잡
5018,2021년 8월 3일,5,데스나이트데스나이트,잼있음
5019,2021년 7월 31일,5,양영호,재밌게 하세요
5020,2021년 8월 13일,5,이인구,재미있어요
5021,2021년 8월 7일,5,김진각,재미있어요
5022,2021년 8월 6일,5,Jackrich,구우우우우우우우우우웅 ㅅ
5023,2021년 7월 17일,5,박진철,굿
5024,2021년 8월 14일,5,최병민,굳
5025,2021년 8월 5일,4,diana Lee,조아
5026,2021년 8월 23일,4,박준호,양호
5027,2021년 8월 4일,4,윤관,굳
5028,2021년 8월 14일,5,데헷,굳
5029,2021년 7월 26일,5,김윤선,굳
5030,2021년 7월 22일,5,이상욱,굿
5031,2021년 7월 17일,5,김동하,굿
5032,2021년 8월 10일,5,K만식이,굿
5033,2021년 9월 2일,5,손우태,굿
5034,2021년 8월 25일,2,김동건,어렵다
5035,2021년 7월 16일,5,개구리,굿
5036,2021년 7월 28일,5,차요한,굿
5037,2021년 8월 9일,3,in_hyoung Choi,호호호
5038,2021년 7월 19일,5,DK Kim,굿
5039,2021년 7월 29일,5,전광열,굿
5040,2021년 7월 27일,5,짱짱,굿
5041,2021년 8월 1일,5,허민,굿
5042,2021년 8월 5일,5,김태헌,굿
5043,2021년 7월 24일,5,오석진,화이팅
5044,2021년 8월 11일,4,j u,굿
5045,2021년 8월 22일,5,장환전,굿
5046,2021년 7월 22일,5,얼룩덜룩말,굿
5047,2021년 8월 18일,5,안영오영오,굿
5048,2021년 7월 23일,5,초준,굿
5049,2021년 8월 2일,5,이인제,굿
5050,2021년 8월 16일,5,권종훈,최고
5051,2021년 8월 4일,5,나광일,굿
5052,2021년 7월 25일,5,하크,굿굿
5053,2021년 8월 21일,3,렉스,굿
5054,2021년 8월 15일,5,임첨지의럭키데이,재밌다
5055,2021년 8월 25일,5,양심운전자,굿굿
5056,2021년 7월 18일,5,김민수,굿
5057,2021년 8월 1일,5,enflen db,잼나요.
5058,2021년 7월 18일,5,베이컨이다오,갓.겜
5059,2021년 7월 25일,5,후우운후우우우운,재밌음!
5060,2021년 8월 13일,5,Corrective,재맛다
5061,2021년 7월 20일,5,차현승,재밌네용
5062,2021년 7월 26일,5,이계성,잼네영
5063,2021년 8월 14일,4,김준수,할만합니다
5064,2021년 8월 9일,5,이민수,엄청 재밌어여
5065,2021년 8월 1일,5,윤화석,인드라 객꿀
5066,2021년 8월 25일,5,오규택,갓겜이노
5067,2021년 8월 8일,5,붕붕이,할만함
5068,2021년 8월 19일,5,강동훈,진짜 존잼
5069,2021년 8월 10일,2,김하규,ㅂ거ᆢ기
5070,2021년 8월 18일,5,정미연,잼나네
5071,2021년 8월 4일,5,한도규,잼써요
5072,2021년 7월 22일,5,Ravi D-,존잼입니다
5073,2021년 8월 15일,3,김성진,잼나요
5074,2021년 7월 24일,5,지미지미집,잼써요
5075,2021년 7월 18일,5,유승철,재밌는데.
5076,2021년 7월 19일,5,윤설하 (윤소리kk),꿀잼~
5077,2021년 7월 17일,5,in wonderland alice,"윙,"
5078,2021년 8월 16일,5,Architect Baro,굿뜨~~~
5079,2021년 7월 24일,5,블그,꿀잼
5080,2021년 8월 9일,5,김연희,꿀잼
5081,2021년 8월 10일,5,김재원,재밋어요
5082,2021년 8월 10일,5,규칙충,꿀쟁
5083,2021년 7월 17일,5,김민철,꿀잼
5084,2021년 8월 27일,5,윤태성,꿀잼
5085,2021년 7월 29일,5,H.C. C.,재밌는데
5086,2021년 8월 8일,5,하상욱,Good
5087,2021년 8월 15일,5,김충식,꿀잼
5088,2021년 7월 27일,5,강명수,짱
5089,2021년 8월 7일,5,최원석,재밋어요
5090,2021년 8월 13일,5,재호최,꿀잼
5091,2021년 8월 4일,5,손동민,꿀잼
5092,2021년 8월 9일,5,김주원,졸잼
5093,2021년 8월 13일,4,이푸른,재밌어요
5094,2021년 8월 12일,5,이형민,꿀잼
5095,2021년 7월 28일,5,세모눈,재밌음
5096,2021년 8월 8일,4,김무철,good
5097,2021년 8월 14일,5,손승범,재밌어요
5098,2021년 7월 26일,5,이승현,잼잼
5099,2021년 8월 19일,5,김강산,재밌어요
5100,2021년 7월 21일,5,정현규,쿨챔
5101,2021년 8월 17일,5,SO L,잼
5102,2021년 7월 30일,5,청솔안,잼따
